,repayment_id,loan_id,repayment_amount,loan_repayment_method_id,repayment_collected_date,collector_id,repayment_backdate,repayment_adjust_remaining_schedule,repayment_adjust_remaining_schedule_pro_rata,repayment_manual_composition,principal_repayment_amount,interest_repayment_amount,fees_repayment_amount,penalty_repayment_amount,loandisk_system_date,borrower_access_ids,repayment_description,dea_cash_bank_account,branch_id,custom_field_23214,repayment_backdated_date
7589,84633316,9346477,3000,35306,21/10/2025,98635,,,,,0,3000,0,0,20/10/2025 11:18pm,[97470],nan,0,63796,TJLAP7WZP5 - 9346477,nan
7590,84640877,9246991,7000,35306,21/10/2025,98635,,,,,7000,0,0,0,21/10/2025 4:22am,[97470],nan,0,63796,TJL1Y80WTG - 9246991,nan
7591,84641963,9346477,235,35306,21/10/2025,98635,,,,,0,235,0,0,21/10/2025 5:00am,[97470],nan,0,63796,TJLAP7XA5W - 9346477,nan
7592,84645643,8414149,4.83,35306,21/10/2025,98635,,,,,0,0,4.83,0,21/10/2025 5:34am,[97470],nan,0,63796,TJLQI7XJ82 - 8414149,nan
7593,84645644,8414156,25.17,35306,21/10/2025,98635,,,,,24.92,0,0,0.25,21/10/2025 5:34am,[97470],nan,0,63796,TJLQI7XJ82 - 8414156,nan
7594,84646505,7399158,31153.01,35306,20/10/2025,98635,,,,,31153.01,0,0,0,21/10/2025 5:45am,[91476],nan,0,63796,TJKP87SM13 - 7399158,nan
7595,84646506,9102132,1846.99,35306,20/10/2025,98635,,,,,0,1846.99,0,0,21/10/2025 5:45am,[91476],nan,0,63796,TJKP87SM13 - 9102132,nan
7596,84650152,8097463,43833.32,35306,21/10/2025,98635,,,,,20833.33,20000,2999.99,0,21/10/2025 6:32am,[97470],nan,0,63796,TJL1W81LM6 - 8097463,nan
7597,84650154,8867867,37333.22,35306,21/10/2025,98635,,,,,33333.34,3999.88,0,0,21/10/2025 6:32am,[97470],nan,0,63796,TJL1W81LM6 - 8867867,nan
7598,84650155,9282960,1.46,35306,21/10/2025,98635,,,,,0,1.46,0,0,21/10/2025 6:32am,[97470],nan,0,63796,TJL1W81LM6 - 9282960,nan
11429,82953193,9138129,900,35306,01/10/2025,98635,,,,,900,0,0,0,01/10/2025 04:20,[89478],nan,0,27133,TJ1C566FQJ - 9138129,nan
11430,82953578,9048539,15000,35306,01/10/2025,98635,,,,,0,15000,0,0,01/10/2025 05:00,[17027],nan,0,27133,TJ1AI64YJ7 - 9048539,nan
11435,82989441,8927171,4000,35306,01/10/2025,98635,,,,,4000,0,0,0,01/10/2025 09:44,[89478],nan,0,27133,TJ1J965FVV - 8927171,nan
11436,82994178,7658189,39363,35306,01/10/2025,98635,,,,,39362.74,0,0,0.26,01/10/2025 11:03,[77749],nan,0,27133,TJ1JT65H4X - 7658189,nan
11437,82994179,7658376,7053,35306,01/10/2025,98635,,,,,5712,1142,199,0,01/10/2025 11:03,[77749],nan,0,27133,TJ1JT65H4X - 7658376,nan
11438,82994208,8927171,4000,35306,01/10/2025,98635,,,,,4000,0,0,0,01/10/2025 11:04,[89478],nan,0,27133,TJ1J965QDD - 8927171,nan
11439,82996634,7495209,30880,35306,01/10/2025,93784,0,0,0,0,25613.32,0,0,5266.68,16/10/2025 10:05am,[89478],nan,0,27133,TJ15A686CD - 7495209,nan
11440,82996644,7588954,0,35306,01/10/2025,93784,0,0,0,0,0,0,0,0,16/10/2025 10:04am,[89478],nan,0,27133,TJ15A686CD - 7588954,nan
11441,82998472,8927171,3000,35306,01/10/2025,98635,,,,,3000,0,0,0,01/10/2025 12:25,[89478],nan,0,27133,TJ1J965ZD3 - 8927171,nan
11444,83001509,8927171,7000,35306,01/10/2025,98635,,,,,7000,0,0,0,01/10/2025 14:04,[89478],nan,0,27133,TJ1J966EMS - 8927171,nan
11445,83001548,9126379,500000,35307,01/10/2025,98635,,,,,437000,60000,3000,0,01/10/2025 14:06,[17027],nan,0,27133,FT25274N669L - 9126379,nan
11446,83002995,8927171,6000,35306,01/10/2025,98635,,,,,6000,0,0,0,01/10/2025 15:01,[89478],nan,0,27133,TJ1J966NLQ - 8927171,nan
11447,83006215,8132713,43242.5,35306,01/10/2025,98635,,,,,27263.8,14657.04,405.58,916.08,01/10/2025 18:14,[77749],nan,0,27133,TJ1IG6AFAJ - 8132713,nan
11448,83006216,9071058,26757.5,35306,01/10/2025,98635,,,,,19250,6160,0,1347.5,01/10/2025 18:14,[77749],nan,0,27133,TJ1IG6AFAJ - 9071058,nan
11449,83018317,6631774,54.53,35306,02/10/2025,98635,,,,,0,0,54.53,0,02/10/2025 04:24,[89478],nan,0,27133,TJ2C56A24G - 6631774,nan
11450,83018319,9138129,845.47,35306,02/10/2025,98635,,,,,845.47,0,0,0,02/10/2025 04:24,[89478],nan,0,27133,TJ2C56A24G - 9138129,nan
11451,83019506,8624060,10000,35306,02/10/2025,98635,,,,,0,0,5686.11,4313.89,02/10/2025 05:23,[17027],nan,0,27133,TJ2SE1YYW4 - 8624060,nan
11452,83019655,9151235,7000,35306,01/10/2025,98635,,,,,5150,1850,0,0,02/10/2025 05:29,[77749],nan,0,27133,TJ18464PEF - 9151235,nan
11453,83019704,7788703,53377,35306,01/10/2025,98635,,,,,35000,16800,1577,0,02/10/2025 05:30,[77749],nan,0,27133,TJ1IT66CT2 - 7788703,nan
11454,83019705,8546978,1623,35306,01/10/2025,98635,,,,,0,1623,0,0,02/10/2025 05:30,[77749],nan,0,27133,TJ1IT66CT2 - 8546978,nan
11455,83020161,9123229,858,35306,01/10/2025,93784,0,0,0,0,0,858,0,0,08/10/2025 08:09,[77749],nan,0,27133,TJ1N267LM5 - 9123229,nan
11456,83025720,9096915,30000,35306,02/10/2025,98635,,,,,8583,1470,19800,147,02/10/2025 07:19,[89478],nan,0,27133,TJ2406BEUF - 9096915,nan
11457,83027854,7951393,34000,35307,01/10/2025,98635,,,,,25000,9000,0,0,02/10/2025 07:37,[89478],nan,0,27133,FT2527492Z3Q - 7951393,nan
11458,83027855,9123902,16000,35307,01/10/2025,98635,,,,,12000,4000,0,0,02/10/2025 07:37,[89478],nan,0,27133,FT2527492Z3Q - 9123902,nan
11459,83071144,8834352,2500,35306,02/10/2025,98635,,,,,0,2500,0,0,02/10/2025 11:34,[17027],nan,0,27133,TJ2NY6BLHM - 8834352,nan
11460,83073385,8588046,100000,35306,02/10/2025,98635,,,,,86369.12,10800,2830.88,0,02/10/2025 11:44,[17027],nan,0,27133,TJ2PK67VD5 - 8588046,nan
11461,83078253,9140570,1600,35306,02/10/2025,98635,,,,,0,1600,0,0,02/10/2025 12:01,[89478],nan,0,27133,TJ28967PIE - 9140570,nan
11466,83095643,8927171,6000,35306,01/10/2025,98635,,,,,5930,0,70,0,02/10/2025 13:56,[89478],nan,0,27133,TJ1J964HB7 - 8927171,nan
11467,83095653,8927171,304,35306,01/10/2025,98635,,,,,0,0,304,0,02/10/2025 13:56,[89478],nan,0,27133,TJ1J964H8P - 8927171,nan
11468,83095654,8927351,4696,35306,01/10/2025,98635,,,,,4696,0,0,0,02/10/2025 13:56,[89478],nan,0,27133,TJ1J964H8P - 8927351,nan
11469,83095939,8927351,5,35306,02/10/2025,98635,,,,,4,0,1,0,02/10/2025 14:02,[89478],nan,0,27133,TJ2EF6CRTB - 8927351,nan
11470,83100468,8916070,125256,35307,02/10/2025,98635,,,,,78160.66,18758.56,28336.12,0.66,02/10/2025 14:32,[77749],nan,0,27133,FT25274Z90NP - 8916070,nan
11471,83118136,8937367,50000,35306,02/10/2025,98635,,,,,20935,26625,2440,0,02/10/2025 17:03,[17027],nan,0,27133,TJ2286E83Z - 8937367,nan
11472,83132285,6631774,900,35306,03/10/2025,98635,,,,,0,0,900,0,03/10/2025 06:52,[89478],nan,0,27133,TJ3C56DXF8 - 6631774,nan
11473,83201876,7284594,0.2,35306,03/10/2025,98635,,,,,0,0,0.2,0,03/10/2025 13:50,[77749],nan,0,27133,TJ3OH6EX9S - 7284594,nan
11474,83201886,7313157,36224.8,35306,03/10/2025,98635,,,,,30000,5400,824.8,0,03/10/2025 13:50,[77749],nan,0,27133,TJ3OH6EX9S - 7313157,nan
11475,83204033,8588046,48630.88,35306,03/10/2025,98635,,,,,48630.88,0,0,0,03/10/2025 13:54,[17027],nan,0,27133,TJ3PK6BNU6 - 8588046,nan
11476,83204045,8589121,0.12,35306,03/10/2025,98635,,,,,0,0,0.12,0,03/10/2025 13:54,[17027],nan,0,27133,TJ3PK6BNU6 - 8589121,nan
11477,83214961,8834352,2500,35306,03/10/2025,98635,,,,,0,2500,0,0,03/10/2025 15:01,[17027],nan,0,27133,TJ3NY6FTC9 - 8834352,nan
11478,83219215,8524339,78000,35306,03/10/2025,98635,,,,,50000,24000,3000,1000,03/10/2025 15:48,[17027],nan,0,27133,TJ3HQ6H4T2 - 8524339,nan
11479,83219216,8524351,10393,35306,03/10/2025,98635,,,,,8494,1799,100,0,03/10/2025 15:48,[17027],nan,0,27133,TJ3HQ6H4T2 - 8524351,nan
11480,83219560,8524351,500,35306,03/10/2025,98635,,,,,500,0,0,0,03/10/2025 16:06,[17027],nan,0,27133,TJ3HQ6H58F - 8524351,nan
11481,83220604,8937367,23440,35306,03/10/2025,98635,,,,,23440,0,0,0,03/10/2025 16:57,[17027],nan,0,27133,TJ3286HTVP - 8937367,nan
11482,83225189,6631774,1000,35306,04/10/2025,98635,,,,,0,0,1000,0,04/10/2025 00:14,[89478],nan,0,27133,TJ4C56GI67 - 6631774,nan
11483,83226771,7976037,20930,35306,04/10/2025,93784,0,0,0,0,9166.67,8800,2963.33,0,07/10/2025 07:18,[17027],nan,0,27133,TJ4QU6FT8W - 7976037,nan
11484,83232607,9151528,75000,35306,04/10/2025,98635,,,,,0,72000,3000,0,04/10/2025 06:37,[89478],nan,0,27133,TJ4OL6HQ6V - 9151528,nan
11485,83240676,9173964,5500,35306,04/10/2025,98635,,,,,692.45,4807.55,0,0,04/10/2025 09:05,[77749],nan,0,27133,TJ4626I37V - 9173964,nan
11486,83241319,8175925,14572,35306,04/10/2025,98635,,,,,8571.43,6000.57,0,0,04/10/2025 09:19,[17027],nan,0,27133,TJ48R6EAAF - 8175925,nan
11487,83249562,8834352,2500,35306,04/10/2025,98635,,,,,0,2500,0,0,04/10/2025 12:28,[17027],nan,0,27133,TJ4NY6IB46 - 8834352,nan
11488,83252835,8953883,46855.56,35306,04/10/2025,98635,,,,,35555.56,11300,0,0,04/10/2025 17:11,[77749],nan,0,27133,TJ42B6KSMJ - 8953883,nan
11489,83252836,9298344,4544.44,35306,04/10/2025,98635,,,,,0,4544.44,0,0,04/10/2025 17:11,[77749],nan,0,27133,TJ42B6KSMJ - 9298344,nan
11490,83255349,6907990,30000,35306,05/10/2025,98635,,,,,15000,12000,3000,0,05/10/2025 08:10,[77749],nan,0,27133,TJ5IB6LW9R - 6907990,nan
11491,83259035,7504598,0.77,35306,05/10/2025,98635,,,,,0,0,0.77,0,05/10/2025 16:14,[17027],nan,0,27133,TJ5NU6NGM5 - 7504598,nan
11492,83259036,9171978,102755.23,35306,05/10/2025,98635,,,,,89381.62,13373.61,0,0,05/10/2025 16:14,[17027],nan,0,27133,TJ5NU6NGM5 - 9171978,nan
11493,83264568,9109741,50000,35306,06/10/2025,98635,,,,,38000.97,7999.01,0,4000.02,06/10/2025 03:43,[17027],nan,0,27133,TJ6IP6N460 - 9109741,nan
11494,83271259,9160845,14400,35306,06/10/2025,98635,,,,,0,14400,0,0,06/10/2025 06:34,[89478],nan,0,27133,TJ6NO6OJSZ - 9160845,nan
11495,83315406,9182827,20000,35306,06/10/2025,98635,,,,,0,16613.33,3000,386.67,06/10/2025 08:52,[89478],nan,0,27133,TJ6SB27ECR - 9182827,nan
11496,83319074,9157282,14000,35306,04/10/2025,98635,,,,,235.52,13764.48,0,0,06/10/2025 09:02,[17027],nan,0,27133,TJ4I06ITOM - 9157282,nan
11497,83335758,9236544,17000,35306,04/10/2025,98635,,,,,3322.1,13677.9,0,0,06/10/2025 10:08,[77749],nan,0,27133,TJ46N6F89X - 9236544,nan
11498,83375288,9151528,10500,35306,06/10/2025,93784,0,0,0,0,0,10500,0,0,07/10/2025 07:02,[89478],nan,0,27133,TJ6OL6PKS3 - 9151528,nan
11499,83388171,9223009,0,35306,06/10/2025,93784,0,0,0,0,0,0,0,0,13/10/2025 8:13am,[77749],nan,0,27133,TJ6M36O7Z9 - 9223009,nan
11500,83390569,9149994,33000,35306,06/10/2025,98635,,,,,0,30000,3000,0,06/10/2025 17:27,[17027],nan,0,27133,TJ65R6QT0V - 9149994,nan
11501,83414041,8971656,42466.67,35306,07/10/2025,98635,,,,,26666.67,12800,3000,0,07/10/2025 04:53,[89478],nan,0,27133,TJ72I6SFVD - 8971656,nan
11502,83414042,8989028,6133.33,35306,07/10/2025,98635,,,,,5028.33,1005,100,0,07/10/2025 04:53,[89478],nan,0,27133,TJ72I6SFVD - 8989028,nan
11503,83414648,9172398,2000,35306,06/10/2025,98635,,,,,800,1200,0,0,07/10/2025 05:19,[17027],nan,0,27133,TJ6KP6RHRV - 9172398,nan
11504,83414649,9172398,3000,35306,04/10/2025,98635,,,,,0,3000,0,0,07/10/2025 05:19,[17027],nan,0,27133,TJ4KP6ITUL - 9172398,nan
11505,83414704,9359882,1000,35306,03/10/2025,98635,,,,,0,1000,0,0,07/10/2025 05:23,[77749],nan,0,27133,TJ3846AOH3 - 9359882,nan
11506,83414733,8942964,315.01,35306,07/10/2025,98635,,,,,0,0,315.01,0,07/10/2025 05:24,[77749],nan,0,27133,TJ7GK6PG27 - 8942964,nan
11507,83414734,8956656,6684.99,35306,07/10/2025,98635,,,,,5778,906.99,0,0,07/10/2025 05:24,[77749],nan,0,27133,TJ7GK6PG27 - 8956656,nan
11508,83414920,8738935,21784,35306,01/10/2025,98635,,,,,9583.33,9200,3000.67,0,07/10/2025 05:29,[77749],nan,0,27133,TJ1G165HFU - 8738935,nan
11509,83415130,8132713,2100,35306,07/10/2025,98635,,,,,1903.68,0,0,196.32,07/10/2025 05:37,[77749],nan,0,27133,TJ7IG6S2NB - 8132713,nan
11510,83415138,8528317,3900,35306,07/10/2025,98635,,,,,948.5,1976.5,0,975,07/10/2025 05:37,[77749],nan,0,27133,TJ7IG6S2NB - 8528317,nan
11511,83419838,7227835,47,35306,07/10/2025,93784,0,0,0,0,0,0,0,47,07/10/2025 07:17,[17027],nan,0,27133,TJ7IP6QRFY - 7227835,nan
11512,83419839,9109741,28953,35306,07/10/2025,93784,0,0,0,0,28665.7,0.64,0,286.66,07/10/2025 07:16,[17027],nan,0,27133,TJ7IP6QRFY - 9109741,nan
11513,83420423,8572230,10000,35306,07/10/2025,98635,,,,,0,7212.52,2787.48,0,07/10/2025 06:30,[89478],nan,0,27133,TJ7NO6RTQH - 8572230,nan
11514,83421587,6631774,1700,35306,07/10/2025,98635,,,,,0,1154.53,545.47,0,07/10/2025 06:54,[89478],nan,0,27133,TJ7C56QZRU - 6631774,nan
11515,83421913,9286602,9500,35306,06/10/2025,93784,0,0,0,0,6666,2634,200,0,07/10/2025 07:02,[89478],nan,0,27133,TJ6OL6PKS3 - 9151528-1,nan
11516,83422767,7976058,3768,35306,04/10/2025,93784,0,0,0,0,3057,611,100,0,07/10/2025 07:19,[17027],nan,0,27133,TJ4QU6FT8W - 7976037-1,nan
11517,83425153,9172585,19000,35306,07/10/2025,98635,,,,,2493.55,13506.45,3000,0,07/10/2025 07:30,[89478],nan,0,27133,TJ7EF6SEDC - 9172585,nan
11518,83427966,8572230,400,35306,07/10/2025,98635,,,,,0,400,0,0,07/10/2025 07:58,[89478],nan,0,27133,TJ7NO6RWRU - 8572230,nan
11519,83442924,7909990,40000,35306,07/10/2025,98635,,,,,25000,12000,3000,0,07/10/2025 08:37,[77749],nan,0,27133,TJ71Z6T7V2 - 7909990,nan
11520,83442946,7916008,7939,35306,07/10/2025,98635,,,,,6532,1307,100,0,07/10/2025 08:37,[77749],nan,0,27133,TJ71Z6T7V2 - 7916008,nan
11521,83442979,9293835,1001,35306,07/10/2025,98635,,,,,0,1001,0,0,07/10/2025 08:37,[77749],nan,0,27133,TJ71Z6T7V2 - 9293835,nan
11522,83448960,7504598,53907,35306,07/10/2025,98635,,,,,28768.27,22140,2998.73,0,07/10/2025 08:46,[17027],nan,0,27133,TJ7NU6S9O8 - 7504598,nan
11523,83448980,7504748,6393,35306,07/10/2025,98635,,,,,5244,1049,100,0,07/10/2025 08:46,[17027],nan,0,27133,TJ7NU6S9O8 - 7504748,nan
11524,83451302,7227835,94400,35306,07/10/2025,93784,0,0,0,0,52777.78,38000,3141.44,480.78,08/10/2025 08:13,[17027],nan,0,27133,TJ7IP6R4BQ - 7227835,nan
11525,83451303,8791558,0,35306,07/10/2025,93784,0,0,0,0,0,0,0,0,08/10/2025 08:14,[17027],nan,0,27133,TJ7IP6R4BQ - 8791558,nan
11526,83451304,9109741,0,35306,07/10/2025,93784,0,0,0,0,0,0,0,0,08/10/2025 08:13,[17027],nan,0,27133,TJ7IP6R4BQ - 9109741,nan
11527,83485139,9182907,7670,35306,07/10/2025,98635,,,,,0,4670,3000,0,07/10/2025 12:25,[17027],nan,0,27133,TJ7976O064 - 9182907,nan
11528,83485160,9182827,45640,35306,07/10/2025,98635,,,,,38666.66,6586.67,0,386.67,07/10/2025 12:26,[89478],nan,0,27133,TJ7NX6S0K8 - 9182827,nan
11529,83485161,9368544,360,35306,07/10/2025,98635,,,,,0,260,100,0,07/10/2025 12:26,[89478],nan,0,27133,TJ7NX6S0K8 - 9368544,nan
11530,83489651,9144328,40500,35306,07/10/2025,98635,,,,,40500,0,0,0,07/10/2025 13:20,[17027],nan,0,27133,TJ7RH6R1S8 - 9144328,nan
11531,83493052,9126379,66200,35307,07/10/2025,98635,,,,,63000,0,50,3150,07/10/2025 14:06,[17027],nan,0,27133,FT25280TX1B1 - 9126379,nan
11532,83497968,6748826,60200,35306,07/10/2025,98635,,,,,44000,13200,2999.14,0.86,07/10/2025 14:28,[89478],nan,0,27133,TJ7MH6RQHL - 6748826,nan
11533,83500200,9123229,0,35306,07/10/2025,93784,0,0,0,0,0,0,0,0,08/10/2025 08:10,[77749],nan,0,27133,TJ7N26RWFC - 9123229,nan
11534,83500294,9123229,10000,35306,07/10/2025,98635,,,,,3000.02,6999.98,0,0,07/10/2025 14:54,[77749],nan,0,27133,TJ7N26RUZK - 9123229,nan
11535,83502644,7504598,1981.73,35306,07/10/2025,98635,,,,,1981.73,0,0,0,07/10/2025 15:23,[17027],nan,0,27133,TJ7SG28PLL - 7504598,nan
11536,83502645,8868940,8.27,35306,07/10/2025,98635,,,,,0,8.27,0,0,07/10/2025 15:23,[17027],nan,0,27133,TJ7SG28PLL - 8868940,nan
11537,83511511,9140570,2400,35306,07/10/2025,98635,,,,,8.6,2391.4,0,0,07/10/2025 17:07,[89478],nan,0,27133,TJ7896PQDM - 9140570,nan
11538,83512478,9190680,24000,35306,07/10/2025,98635,,,,,18722.59,5200,77.41,0,07/10/2025 17:45,[77749],nan,0,27133,TJ7KT6TRHE - 9190680,nan
11539,83517456,9103421,20618.77,35306,08/10/2025,98635,,,,,12600,5040,1858.77,1120,08/10/2025 00:53,[77749],nan,0,27133,TJ8B76UJ0N - 9103421,nan
11540,83517457,9143686,3381.23,35306,08/10/2025,98635,,,,,81.23,3300,0,0,08/10/2025 00:53,[77749],nan,0,27133,TJ8B76UJ0N - 9143686,nan
11541,83521711,8596109,61666.67,35306,07/10/2025,98635,,,,,41666.67,20000,0,0,08/10/2025 04:55,[77749],nan,0,27133,TJ77H6Q7KC - 8596109,nan
11542,83521712,9298334,1333.33,35306,07/10/2025,98635,,,,,0,1333.33,0,0,08/10/2025 04:55,[77749],nan,0,27133,TJ77H6Q7KC - 9298334,nan
11543,83522170,6631774,1000,35306,08/10/2025,98635,,,,,0,1000,0,0,08/10/2025 05:22,[89478],nan,0,27133,TJ8C56U2G3 - 6631774,nan
11544,83526256,8572230,20000,35306,08/10/2025,98635,,,,,8522.94,11087.48,0,389.58,08/10/2025 06:52,[89478],nan,0,27133,TJ8NO6UY5J - 8572230,nan
11545,83526643,8572230,5000,35306,08/10/2025,98635,,,,,5000,0,0,0,08/10/2025 06:58,[89478],nan,0,27133,TJ8NO6UY8C - 8572230,nan
11546,83527844,8572230,450,35306,08/10/2025,98635,,,,,450,0,0,0,08/10/2025 07:14,[89478],nan,0,27133,TJ8NO6V2TK - 8572230,nan
11547,83528075,8572230,5000,35306,08/10/2025,98635,,,,,5000,0,0,0,08/10/2025 07:17,[89478],nan,0,27133,TJ8NO6V50H - 8572230,nan
11548,83536233,8572230,10000,35306,08/10/2025,98635,,,,,10000,0,0,0,08/10/2025 07:57,[89478],nan,0,27133,TJ8NO6V5KN - 8572230,nan
11549,83537640,9343378,20000,35306,07/10/2025,93784,0,0,0,0,20000,0,0,0,08/10/2025 08:10,[77749],nan,0,27133,TJ7N26RWFC - 9123229--1,nan
11550,83537674,9343378,8142,35306,01/10/2025,93784,0,0,0,0,5077.19,3064.81,0,0,08/10/2025 08:11,[77749],nan,0,27133,TJ1N267LM5 - 9123229-1,nan
11551,83543513,9172398,2000,35306,07/10/2025,98635,,,,,2000,0,0,0,08/10/2025 08:50,[17027],nan,0,27133,TJ7KP6UOWE - 9172398,nan
11552,83579756,8572230,9985.39,35306,08/10/2025,98635,,,,,9985.39,0,0,0,08/10/2025 13:14,[89478],nan,0,27133,TJ8NO6W64H - 8572230,nan
11553,83579777,9374787,14.61,35306,08/10/2025,98635,,,,,0,14.61,0,0,08/10/2025 13:14,[89478],nan,0,27133,TJ8NO6W64H - 9374787,nan
11554,83583363,8132713,1381.7,35306,07/10/2025,98635,,,,,1368.02,0,13.68,0,08/10/2025 13:37,[77749],nan,0,27133,TJ7IG6SUZ3 - 8132713,nan
11555,83583365,8528317,15454.52,35306,07/10/2025,98635,,,,,15301.5,0,0,153.02,08/10/2025 13:37,[77749],nan,0,27133,TJ7IG6SUZ3 - 8528317,nan
11556,83583366,9071058,2828.78,35306,07/10/2025,98635,,,,,0,2828.78,0,0,08/10/2025 13:37,[77749],nan,0,27133,TJ7IG6SUZ3 - 9071058,nan
11557,83583760,7495285,30500,35306,08/10/2025,98635,,,,,18333.33,8800,3183.34,183.33,08/10/2025 13:38,[17027],nan,0,27133,TJ8M86USR3 - 7495285,nan
11559,83594739,9179291,13000,35306,08/10/2025,98635,,,,,6041.72,6958.28,0,0,08/10/2025 14:21,[77749],nan,0,27133,TJ8DL6UTH1 - 9179291,nan
11560,83599772,8581148,44334,35306,08/10/2025,98635,,,,,33333.33,8000,3000.67,0,08/10/2025 14:56,[77749],nan,0,27133,TJ8CL6UGUN - 8581148,nan
11561,83599788,8584618,4625,35306,08/10/2025,98635,,,,,3771,754,100,0,08/10/2025 14:56,[77749],nan,0,27133,TJ8CL6UGUN - 8584618,nan
11562,83608917,9223009,5000,35306,08/10/2025,98635,,,,,250,4750,0,0,08/10/2025 20:06,[77749],nan,0,27133,TJ8M36VERK - 9223009,nan
11563,83611967,8834352,2500,35306,09/10/2025,98635,,,,,1121.78,1378.22,0,0,09/10/2025 02:04,[17027],nan,0,27133,TJ9NY6WYMR - 8834352,nan
11564,83615129,6631774,900,35306,09/10/2025,98635,,,,,54.53,845.47,0,0,09/10/2025 04:40,[89478],nan,0,27133,TJ9C56X1J2 - 6631774,nan
11565,83616275,9172398,1000,35306,08/10/2025,98635,,,,,1000,0,0,0,09/10/2025 05:37,[17027],nan,0,27133,TJ8KP6XPR3 - 9172398,nan
11566,83616531,8376026,20000,35306,09/10/2025,98635,,,,,11512.26,8172.36,0,315.38,09/10/2025 05:49,[89478],nan,0,27133,TJ9NE6XDHI - 8376026,nan
11567,83619321,9377734,6000,35306,09/10/2025,98635,,,,,5363.83,636.17,0,0,09/10/2025 06:35,[89478],nan,0,27133,TJ9406YBD8 - 9377734,nan
11568,83631312,8376026,2376.63,35306,09/10/2025,98635,,,,,2376.63,0,0,0,09/10/2025 07:52,[89478],nan,0,27133,TJ92G6Z6AW - 8376026,nan
11569,83631331,8429827,623.37,35306,09/10/2025,98635,,,,,0,523.37,100,0,09/10/2025 07:52,[89478],nan,0,27133,TJ92G6Z6AW - 8429827,nan
11570,83666084,9190704,5000,35306,09/10/2025,98635,,,,,0,5000,0,0,09/10/2025 10:22,[17027],nan,0,27133,TJ9LP6YN54 - 9190704,nan
11571,83699289,8228375,6000,35306,09/10/2025,98635,,,,,512.66,1502.64,3820,164.7,09/10/2025 14:14,[77749],nan,0,27133,TJ95P6ZM1U - 8228375,nan
11572,83702336,8886710,184000,35306,09/10/2025,98635,,,,,160000,24000,0,0,09/10/2025 14:36,[17027],nan,0,27133,TJ9CY6WCIH - 8886710,nan
11573,83739290,8834352,2500,35306,10/10/2025,98635,,,,,2500,0,0,0,09/10/2025 21:05,[17027],nan,0,27133,TJANY707VE - 8834352,nan
11574,83745233,9190711,3750,35306,10/10/2025,98635,,,,,0,3750,0,0,10/10/2025 04:23,[17027],nan,0,27133,TJARJ6YWZ6 - 9190711,nan
11575,83756620,6631774,1080,35306,10/10/2025,98635,,,,,1080,0,0,0,10/10/2025 07:35,[89478],nan,0,27133,TJAC570OUF - 6631774,nan
11576,83765147,9221577,100905,35306,10/10/2025,93784,0,0,0,0,0.89,97904.11,3000,0,13/10/2025 8:15am,[89478],nan,0,27133,TJA2S71WUN - 9221577,nan
11577,83769375,9125933,20000,35306,07/10/2025,98635,,,,,3000,17000,0,0,10/10/2025 08:38,[17027],nan,0,27133,TJ7CY6R15B - 9125933,nan
11578,83772161,9005915,10000,35306,10/10/2025,98635,,,,,6800,3200,0,0,10/10/2025 09:01,[89478],nan,0,27133,TJAND71ASE - 9005915,nan
11579,83790370,7516298,5608.47,35306,10/10/2025,98635,,,,,4591,919,98.47,0,10/10/2025 11:05,[89478],nan,0,27133,TJAK26ZR1X - 7516298,nan
11580,83790371,8678901,5.53,35306,10/10/2025,98635,,,,,0,0,5.53,0,10/10/2025 11:05,[89478],nan,0,27133,TJAK26ZR1X - 8678901,nan
11581,83802669,8429827,3000,35306,10/10/2025,98635,,,,,2057.37,942.63,0,0,10/10/2025 12:12,[89478],nan,0,27133,TJA2G734RW - 8429827,nan
11582,83836140,6631774,1800,35306,10/10/2025,98635,,,,,1800,0,0,0,10/10/2025 15:27,[89478],nan,0,27133,TJAC5725DV - 6631774,nan
11583,83840852,6631774,800,35306,10/10/2025,98635,,,,,800,0,0,0,10/10/2025 19:00,[89478],nan,0,27133,TJAC57366Z - 6631774,nan
11584,83841439,6631774,1821.03,35306,10/10/2025,98635,,,,,1821.03,0,0,0,10/10/2025 20:18,[89478],nan,0,27133,TJAC573HL9 - 6631774,nan
11585,83841440,6663821,3.97,35306,10/10/2025,98635,,,,,0,3.97,0,0,10/10/2025 20:18,[89478],nan,0,27133,TJAC573HL9 - 6663821,nan
11586,83844012,7509123,300,35306,11/10/2025,98635,,,,,0,15,0,285,11/10/2025 06:21,[89478],nan,0,27133,TJBMK73CAL - 7509123,nan
11587,83845730,8624060,120776.68,35307,09/10/2025,98635,,,,,61627.33,0,56067.89,3081.46,11/10/2025 07:17,[17027],nan,0,27133,FT25281ZLPXX - 8624060,nan
11588,83845731,9103600,69000,35307,09/10/2025,98635,,,,,50000,6000,9000,4000,11/10/2025 07:17,[17027],nan,0,27133,FT25281ZLPXX - 9103600,nan
11589,83845732,9241724,53126.32,35307,09/10/2025,98635,,,,,41246.71,4949.61,6930,0,11/10/2025 07:17,[17027],nan,0,27133,FT25281ZLPXX - 9241724,nan
11590,83865125,9202825,10800,35306,11/10/2025,98635,,,,,3000,7800,0,0,11/10/2025 16:38,[89478],nan,0,27133,TJBFW74M4X - 9202825,nan
