,repayment_id,loan_id,repayment_amount,loan_repayment_method_id,repayment_collected_date,collector_id,repayment_backdate,repayment_adjust_remaining_schedule,repayment_adjust_remaining_schedule_pro_rata,repayment_manual_composition,principal_repayment_amount,interest_repayment_amount,fees_repayment_amount,penalty_repayment_amount,loandisk_system_date,borrower_access_ids,repayment_description,dea_cash_bank_account,branch_id,custom_field_23214,repayment_backdated_date
15670,84003821,8933216,1500,35306,14/10/2025,98635,,,,,0,1500,0,0,14/10/2025 5:06am,[23914],nan,0,8550,TJEPU79IZ7 - 8933216,nan
15671,84006142,9182819,976.34,35306,13/10/2025,98635,,,,,966.67,0,9.67,0,14/10/2025 5:22am,[72709],nan,0,8550,TJD487DGRN - 9182819,nan
15672,84006143,9398965,23.66,35306,13/10/2025,98635,,,,,0,23.66,0,0,14/10/2025 5:22am,[72709],nan,0,8550,TJD487DGRN - 9398965,nan
15673,84006416,9187502,4965,35306,12/10/2025,98635,0,0,0,0,0,4965,0,0,14/10/2025 5:30am,[72709],nan,0,8550,TJCJ2763NT - 9187490-1,nan
15674,84006438,9210534,6702,35306,12/10/2025,98635,0,0,0,0,7.61,3694.39,3000,0,14/10/2025 5:33am,[72709],nan,0,8550,TJCJ2763NT - 9187490-2,nan
15675,84006655,9210569,50,35306,14/10/2025,98635,,,,,8.05,41.95,0,0,14/10/2025 5:44am,[23914],nan,0,8550,TJEII7DT4A - 9210569,nan
15676,84006658,9182506,3000,35303,08/10/2025,98635,0,0,0,0,0,3000,0,0,14/10/2025 5:44am,[72709],nan,0,8550,CBD OFFICE LINE,nan
15677,84007188,8615559,37860,35306,14/10/2025,98635,,,,,16875,16200,4785,0,14/10/2025 6:06am,[23914],nan,0,8550,TJEBE7DQQB - 8615559,nan
15678,84007189,8622336,5140,35306,14/10/2025,98635,,,,,4222,844,74,0,14/10/2025 6:06am,[23914],nan,0,8550,TJEBE7DQQB - 8622336,nan
15679,84007763,9196586,2500,35306,14/10/2025,98635,,,,,0,2500,0,0,14/10/2025 6:13am,[23914],nan,0,8550,TJEGF7CGR0 - 9196586,nan
15680,84016313,8590220,14280,35306,14/10/2025,98635,0,0,0,0,2210.75,8800,2719.26,549.99,14/10/2025 8:44am,[72709],nan,0,8550,TJECR7CJBK - 8590220,nan
15681,84016432,9190537,52554.65,35306,14/10/2025,18219,,,,,38333.33,9200,3000,2021.32,14/10/2025 7:32am,[23914],nan,0,8550,TJE707C2GH - 9190537,nan
15682,84016437,9192475,4203.35,35306,14/10/2025,18219,,,,,3418,684,101.35,0,14/10/2025 7:32am,[23914],nan,0,8550,TJE707C2GH - 9192475,nan
15683,84019306,8778556,280,35306,14/10/2025,98635,,,,,267.6,0,12.4,0,14/10/2025 8:03am,[72709],nan,0,8550,TJE9B7A8BS - 8778556,nan
15684,84026652,8603581,3720,35306,14/10/2025,98635,0,0,0,0,3017,603,100,0,14/10/2025 8:45am,[72709],nan,0,8550,TJECR7CJBK - 8590220-1,nan
15685,84036068,9190500,31000,35306,14/10/2025,99476,,,,,5510.72,24927.5,0,561.78,14/10/2025 9:21am,[99851],nan,0,8550,TJEEY7FA0R - 9190500,nan
15686,84038676,9227810,10000,35306,14/10/2025,98635,,,,,500,9500,0,0,14/10/2025 9:35am,[23914],nan,0,8550,TJEGA7CK8L - 9227810,nan
15687,84038897,9219090,16000,35306,14/10/2025,98635,,,,,0,16000,0,0,14/10/2025 9:37am,[23914],nan,0,8550,TJEPR7AM9D - 9219090,nan
15688,84052584,9188839,139789,35306,14/10/2025,73124,,,,,117332.48,14080,3000,5376.52,14/10/2025 11:22am,[72709],nan,0,8550,TJEFG7FDAM - 9188839,nan
15689,84055125,9190500,25740,35306,14/10/2025,99476,,,,,25739.28,0,0.72,0,14/10/2025 11:55am,[99851],nan,0,8550,TJEEY7FK0E - 9190500,nan
15690,84056637,9193426,11682,35306,04/10/2025,98635,0,0,0,0,0,11682,0,0,14/10/2025 12:00pm,[23914],nan,0,8550,TJ44G6J8EZ - 9193422-1,nan
15691,84057559,9212531,53000,35306,14/10/2025,98635,,,,,0,53000,0,0,14/10/2025 12:13pm,[23914],nan,0,8550,TJEOO7DJMM - 9212531,nan
15692,84064900,8775470,125500,35306,14/10/2025,98635,,,,,62500,60000,3000,0,14/10/2025 1:02pm,[23914],nan,0,8550,TJE2B7G9IG - 8775470,nan
15693,84066206,9193422,0,35306,14/10/2025,98635,0,0,0,0,0,0,0,0,15/10/2025 10:08am,[23914],nan,0,8550,TJE4G7FJPJ - 9193422,nan
15694,84101223,9196135,7350,35306,14/10/2025,98635,,,,,0,7350,0,0,14/10/2025 6:36pm,[72709],nan,0,8550,TJENY7FLHS - 9196135,nan
15695,84102406,8746163,2500,35306,14/10/2025,98635,,,,,2500,0,0,0,14/10/2025 8:54pm,[23914],nan,0,8550,TJEFQ7EUX0 - 8746163,nan
15696,84109745,9188839,1,35306,15/10/2025,73124,,,,,0.85,0,0.14,0.01,15/10/2025 5:14am,[72709],nan,0,8550,TJFBZ7FPSG - 9188839,nan
15697,84113037,8948401,1460.04,35306,15/10/2025,98635,,,,,1004.24,0,355.4,100.4,15/10/2025 5:53am,[99851],nan,0,8550,TJFNJ7GGD9 - 8948401,nan
15698,84113038,9001589,539.96,35306,15/10/2025,98635,,,,,0,0,0,539.96,15/10/2025 5:53am,[99851],nan,0,8550,TJFNJ7GGD9 - 9001589,nan
15699,84114396,8746163,321.65,35306,15/10/2025,98635,,,,,318.47,0,0,3.18,15/10/2025 6:29am,[23914],nan,0,8550,TJFFQ7FBF9 - 8746163,nan
15700,84114402,8819307,178.35,35306,15/10/2025,98635,,,,,0,78.35,100,0,15/10/2025 6:29am,[23914],nan,0,8550,TJFFQ7FBF9 - 8819307,nan
15701,84115605,9198137,3000,35306,15/10/2025,73124,,,,,0,0,3000,0,15/10/2025 6:59am,[72709],nan,0,8550,TJF5S7H1EJ - 9198137,nan
15702,84147340,8421521,155000.24,35306,15/10/2025,99476,,,,,133333.32,16000,5666.66,0.26,15/10/2025 10:06am,[99851],nan,0,8550,TJF2Y7I7W9 - 8421521,nan
15703,84147341,8445946,22325.76,35306,15/10/2025,99476,,,,,18630.76,3195,500,0,15/10/2025 10:06am,[99851],nan,0,8550,TJF2Y7I7W9 - 8445946,nan
15704,84147725,9193426,600,35306,14/10/2025,98635,0,0,0,0,84.93,515.07,0,0,15/10/2025 10:08am,[23914],nan,0,8550,TJE4G7FJPJ - 9193422-1,nan
15705,84151276,9238965,2000,35306,15/10/2025,98635,,,,,57.93,1942.07,0,0,15/10/2025 10:24am,[72709],nan,0,8550,TJFR07FJ2P - 9238965,nan
15706,84159800,9283701,100000,35306,15/10/2025,99476,,,,,77500,22500,0,0,15/10/2025 11:15am,[99851],nan,0,8550,TJFOY7DX15 - 9283701,nan
15707,84161849,8587867,25500,35306,15/10/2025,98635,,,,,11250,10800,3000,450,15/10/2025 11:19am,[23914],nan,0,8550,TJF517IIYA - 8587867,nan
15708,84164508,7864227,12074,35307,15/10/2025,99476,,,,,9888,2086,100,0,15/10/2025 11:26am,[99851],nan,0,8550,T25288XKHZR - 7864227,nan
15709,84164571,8599317,301000,35307,15/10/2025,99476,,,,,250000,48000,3000,0,15/10/2025 11:27am,[99851],nan,0,8550,T25288XKHZR - 8599317,nan
15710,84164607,9056395,14926,35307,15/10/2025,99476,,,,,12355,2471,100,0,15/10/2025 11:27am,[99851],nan,0,8550,T25288XKHZR - 9056395,nan
15711,84165838,9283701,50000,35306,15/10/2025,99476,,,,,50000,0,0,0,15/10/2025 11:34am,[99851],nan,0,8550,TJFOY7DR9A - 9283701,nan
15712,84198334,9219085,43755,35306,15/10/2025,98635,,,,,38045.81,5706.87,0,2.32,15/10/2025 1:54pm,[72709],nan,0,8550,TJFOA7HX8H - 9219085,nan
15713,84207182,9226414,45000,35306,15/10/2025,98635,,,,,3372.37,38627.63,3000,0,15/10/2025 2:34pm,[72709],nan,0,8550,TJF3Z7IN41 - 9226414,nan
15714,84261669,9221573,36200,35306,16/10/2025,73124,,,,,16916.67,16240,3043.33,0,16/10/2025 9:06am,[72709],nan,0,8550,TJGIS7HWRK - 9221573,nan
15715,84290490,9243786,70000,35306,16/10/2025,98635,,,,,44846.37,25153.63,0,0,16/10/2025 11:01am,[99851],nan,0,8550,TJGHY7LQAQ - 9243786,nan
15716,84317838,7661065,1000,35306,16/10/2025,98635,,,,,0,0,1000,0,16/10/2025 2:48pm,[72709],nan,0,8550,TJGGM7JZIG - 7661065,nan
15717,84320513,9243787,28000,35306,16/10/2025,98635,,,,,0,18373.16,3000,6626.84,16/10/2025 3:14pm,[23914],nan,0,8550,TJG647MLD6 - 9243787,nan
15718,84328142,9241416,46834,35306,16/10/2025,99476,,,,,20833.33,20000,6000.67,0,16/10/2025 4:34pm,[99851],nan,0,8550,TJGKL7MCZ1 - 9241416,nan
15719,84328143,9243673,5336,35306,16/10/2025,99476,,,,,4363,873,100,0,16/10/2025 4:34pm,[99851],nan,0,8550,TJGKL7MCZ1 - 9243673,nan
15720,84335445,7548181,26888.89,35306,16/10/2025,98635,,,,,13888.89,10000,3000,0,16/10/2025 7:51pm,[99851],nan,0,8550,TJGIM7MU7Z - 7548181,nan
15721,84335447,9261139,1.11,35306,16/10/2025,98635,,,,,0,1.11,0,0,16/10/2025 7:51pm,[99851],nan,0,8550,TJGIM7MU7Z - 9261139,nan
15722,84454482,8933216,2500,35306,17/10/2025,98635,,,,,0,2500,0,0,17/10/2025 3:35pm,[23914],nan,0,8550,TJHPU7KR6P - 8933216,nan
15723,84470133,7900002,2000,35306,18/10/2025,98635,,,,,0,0,2000,0,18/10/2025 6:23am,[72709],nan,0,8550,TJIK77RC2G - 7900002,nan
15724,84481644,9226448,20000,35306,18/10/2025,98635,,,,,13339.69,6660.31,0,0,18/10/2025 9:42am,[23914],nan,0,8550,TJIC17QY73 - 9226448,nan
15725,84489938,7661065,500,35306,18/10/2025,98635,,,,,0,97.4,402.6,0,18/10/2025 5:11pm,[72709],nan,0,8550,TJIGM7RAWC - 7661065,nan
15726,84490232,8356648,4500,35306,18/10/2025,98635,,,,,500,4000,0,0,18/10/2025 5:28pm,[72709],nan,0,8550,TJIK37QCV3 - 8356648,nan
15727,84494335,9328528,33000,35306,19/10/2025,98635,,,,,33000,0,0,0,19/10/2025 7:48am,[23914],nan,0,8550,TJJ737T5Z9 - 9328528,nan
15728,84494663,9252558,38000,35306,18/10/2025,98635,,,,,1163.81,36836.19,0,0,19/10/2025 8:49am,[72709],nan,0,8550,TJI227S09B - 9252558,nan
15729,84501924,8856885,32844.28,35306,20/10/2025,73124,,,,,19444.44,10500,2899.84,0,20/10/2025 4:34am,[72709],nan,0,8550,TJKBX7WCFR - 8856885,nan
15730,84501925,8889343,155.72,35306,20/10/2025,73124,,,,,0,0,155.72,0,20/10/2025 4:34am,[72709],nan,0,8550,TJKBX7WCFR - 8889343,nan
15731,84632480,8356648,2000,35306,20/10/2025,98635,,,,,2000,0,0,0,20/10/2025 8:33pm,[72709],nan,0,8550,TJKK37WLV1 - 8356648,nan
15732,84632882,8716664,8000,35306,21/10/2025,98635,,,,,0,8000,0,0,20/10/2025 9:16pm,[23914],nan,0,8550,TJLKJ7XO6L - 8716664,nan
15733,84635555,7661065,1000,35306,21/10/2025,98635,,,,,0,1000,0,0,21/10/2025 2:13am,[72709],nan,0,8550,TJLGM7XPS3 - 7661065,nan
15734,84640775,9328528,27000,35306,21/10/2025,98635,,,,,27000,0,0,0,21/10/2025 4:07am,[23914],nan,0,8550,TJL737YGYD - 9328528,nan
15735,84642838,9207067,11000,35306,16/10/2025,98635,,,,,559.25,10440.75,0,0,21/10/2025 5:18am,[72709],nan,0,8550,TJG297NJE2 - 9207067,nan
15736,84642963,9239010,88145,35306,16/10/2025,98635,,,,,76647.31,11497.1,0,0.59,21/10/2025 5:21am,[23914],nan,0,8550,TJGFP7KNCE - 9239010,nan
15737,84651694,9252518,19000,35306,19/10/2025,98635,,,,,5002.37,10997.63,3000,0,21/10/2025 7:00am,[99851],nan,0,8550,TJJQY7S3E4 - 9252518,nan
15738,84652709,9352820,13000,35306,18/10/2025,98635,,,,,2017.28,9152.26,0,1830.46,21/10/2025 7:12am,[77749],nan,0,27133,TJIRI7PO2U - 9352820,nan
15739,84652855,9202817,4200,35306,18/10/2025,98635,,,,,0,3150,0,1050,21/10/2025 7:14am,[77749],nan,0,27133,TJID27PCTL - 9202817,nan
15740,84652856,9203114,22800,35306,18/10/2025,98635,,,,,12328.74,7479.46,0,2991.8,21/10/2025 7:14am,[77749],nan,0,27133,TJID27PCTL - 9203114,nan
15741,84653356,9018644,3000,35306,17/10/2025,98635,,,,,2908.33,0,0,91.67,21/10/2025 7:21am,[77749],nan,0,27133,TJH927K6N3 - 9018644,nan
15742,84656588,9293835,10000,35306,21/10/2025,98635,,,,,1526.7,8473.3,0,0,21/10/2025 7:45am,[77749],nan,0,27133,TJL1Z81A0R - 9293835,nan
15743,84663311,9258957,150000,35306,21/10/2025,98635,,,,,75000,72000,3000,0,21/10/2025 8:01am,[97470],nan,0,63796,TJLO380RP9 - 9258957,nan
15744,84663327,9259200,13990,35306,21/10/2025,98635,,,,,11575,2315,100,0,21/10/2025 8:01am,[97470],nan,0,63796,TJLO380RP9 - 9259200,nan
15745,84674167,8642682,43125.8,35306,21/10/2025,98635,,,,,26750,12840,3000.8,535,21/10/2025 8:20am,[97470],nan,0,63796,TJL0O8148H - 8642682,nan
15746,84674174,8642711,4478.2,35306,21/10/2025,98635,,,,,3650,730,98.2,0,21/10/2025 8:20am,[97470],nan,0,63796,TJL0O8148H - 8642711,nan
15747,84674430,8472587,31.07,35306,21/10/2025,98635,,,,,0,0,31.07,0,21/10/2025 8:22am,[89478],nan,0,27133,TJL1E7XRGW - 8472587,nan
15748,84674441,9046198,1303.93,35306,21/10/2025,98635,,,,,1303.93,0,0,0,21/10/2025 8:22am,[89478],nan,0,27133,TJL1E7XRGW - 9046198,nan
15749,84676221,9298344,7600,35306,21/10/2025,98635,,,,,4638.85,2961.15,0,0,21/10/2025 8:29am,[77749],nan,0,27133,TJL2B80YZZ - 9298344,nan
15750,84677437,8590220,6500,35306,21/10/2025,98635,,,,,5371.39,0,0,1128.61,21/10/2025 8:31am,[72709],nan,0,8550,TJLCR7YLY4 - 8590220,nan
15751,84689149,8219711,15748.91,35306,21/10/2025,98635,,,,,14448.5,0,0,1300.41,21/10/2025 9:02am,[97470],nan,0,63796,TJLA77X1GD - 8219711,nan
15752,84689151,9288643,85251.09,35306,21/10/2025,98635,,,,,71196.09,14055,0,0,21/10/2025 9:02am,[97470],nan,0,63796,TJLA77X1GD - 9288643,nan
15753,84692465,8467897,56734,35306,21/10/2025,98635,,,,,43333.33,10400,3000.67,0,21/10/2025 9:22am,[91476],nan,0,63796,TJLCR7YO23 - 8467897,nan
15754,84694633,9257735,3000,35306,21/10/2025,98635,,,,,1864.03,1135.97,0,0,21/10/2025 9:37am,[97555],nan,0,12936,TJLEI7ZU0V - 9257735,nan
15755,84695336,8663480,35198,35306,21/10/2025,98635,,,,,15833.33,13365.4,5999.27,0,21/10/2025 9:44am,[39213],nan,0,12936,TJLFJ80G9J - 8663480,nan
15756,84695337,8763766,4202,35306,21/10/2025,98635,,,,,3418,684,100,0,21/10/2025 9:44am,[39213],nan,0,12936,TJLFJ80G9J - 8763766,nan
15757,84703025,9216254,46650,35306,21/10/2025,73124,,,,,90,43650,0,2910,21/10/2025 10:21am,[72709],nan,0,8550,TJLDY7XTDJ - 9216254,nan
15758,84703987,9215756,6375,35306,21/10/2025,98635,,,,,3333.8,2374.55,0,666.65,21/10/2025 10:33am,[91476],nan,0,63796,TJLGL7Y8OS - 9215756,nan
15759,84704193,8219704,6.09,35306,21/10/2025,98635,,,,,0,0,6.09,0,21/10/2025 10:36am,[97470],nan,0,63796,TJLA77X7PO - 8219704,nan
15760,84704194,9288643,22503.91,35306,21/10/2025,98635,,,,,22503.91,0,0,0,21/10/2025 10:36am,[97470],nan,0,63796,TJLA77X7PO - 9288643,nan
15761,84707685,9458402,50000,35306,21/10/2025,98635,,,,,31122.93,18877.07,0,0,21/10/2025 10:57am,[99851],nan,0,8550,TJLHY8114I - 9458402,nan
15762,84707719,8845854,200000,35306,21/10/2025,98635,,,,,108742.02,80000,2932.66,8325.32,21/10/2025 10:58am,[40280],nan,0,12936,TJLMT7YT5L - 8845854,nan
15763,84707785,9212531,50000,35306,21/10/2025,98635,,,,,0,0,0,50000,21/10/2025 11:00am,[23914],nan,0,8550,TJLOO7YLNR - 9212531,nan
15764,84707899,7730780,3575,35306,21/10/2025,98635,,,,,3574.15,0,0.85,0,21/10/2025 11:04am,[97470],nan,0,63796,TJLM67Z5KS - 7730780,nan
15765,84708194,8647539,7273.34,35306,21/10/2025,98635,,,,,0,3683.02,2756.99,833.33,21/10/2025 11:10am,[72709],,0,8550,TJLE87ZYI4 - 8647539,None
15766,84708195,9249180,826.66,35306,21/10/2025,98635,,,,,0,0,0,826.66,21/10/2025 11:10am,[72709],,0,8550,TJLE87ZYI4 - 9249180,None
15767,84708282,8849145,3280,35306,21/10/2025,98635,,,,,3277.6,0,2.4,0,21/10/2025 11:14am,[91476],,0,63796,TJL4180BSI - 8849145,None
15768,84708285,9260631,63250,35306,21/10/2025,98635,,,,,55000,8250,0,0,21/10/2025 11:14am,[91476],,0,63796,TJL4180BSI - 9260631,None
15769,84708359,9218089,15866.87,35306,21/10/2025,98635,,,,,14875.87,242.5,0,748.5,21/10/2025 11:16am,[72709],,0,8550,TJLDY7XVLD - 9218089,None
15770,84708361,9228203,733.13,35306,21/10/2025,98635,,,,,0,0,0,733.13,21/10/2025 11:16am,[72709],,0,8550,TJLDY7XVLD - 9228203,None
15771,84711631,7577957,32600,35306,21/10/2025,98635,,,,,20000,9600,3000,0,21/10/2025 12:02pm,[97470],,0,63796,TJLNB7YVFU - 7577957,None
15772,84711634,7577960,3527,35306,21/10/2025,98635,,,,,2856,571,100,0,21/10/2025 12:02pm,[97470],,0,63796,TJLNB7YVFU - 7577960,None
15773,84711684,9226459,21928.51,35306,21/10/2025,98635,,,,,19068.27,2860.24,0,0,21/10/2025 12:06pm,[23914],,0,8550,TJL4G81GG0 - 9226459,None
15774,84711687,9255520,8071.49,35306,21/10/2025,98635,,,,,0,8071.49,0,0,21/10/2025 12:06pm,[23914],,0,8550,TJL4G81GG0 - 9255520,None
15775,84712825,9267687,20000,35306,21/10/2025,98635,,,,,8000,9000,3000,0,21/10/2025 12:33pm,[72709],,0,8550,TJLI37ZJ9M - 9267687,None
15776,84713286,9222286,30000,35306,21/10/2025,18219,,,,,0,10200,3000,16800,21/10/2025 12:35pm,[23914],,0,8550,TJLL27ZKYK - 9222286,None
15777,84717098,7216904,35000,35306,21/10/2025,98635,,,,,19333.33,12666.67,3000,0,21/10/2025 12:59pm,[97470],,0,63796,TJLJB7XE0A - 7216904,None
15778,84718663,9222286,18000,35306,21/10/2025,18219,,,,,0,18000,0,0,21/10/2025 1:09pm,[23914],,0,8550,TJLL27ZP5J - 9222286,None
15779,84719543,8439939,2000,35306,21/10/2025,98635,,,,,2000,0,0,0,21/10/2025 1:16pm,[89478],,0,27133,TJLC5801YF - 8439939,None
15780,84719820,9267687,2500,35306,21/10/2025,98635,,,,,2500,0,0,0,21/10/2025 1:26pm,[72709],,0,8550,TJLI37ZRYD - 9267687,None
15781,84719869,7216904,90735,35306,21/10/2025,98635,,,,,58000.04,26732.49,6000,2.47,21/10/2025 1:28pm,[97470],,0,63796,TJLFN808LQ - 7216904,None
15782,84720933,7899990,27834.18,35306,21/10/2025,98635,,,,,16666.67,8000,3000.84,166.67,21/10/2025 1:43pm,[23914],,0,8550,TJL7R7YIAQ - 7899990,None
15783,84720937,7899996,3965.82,35306,21/10/2025,98635,,,,,3222,644,99.82,0,21/10/2025 1:43pm,[23914],,0,8550,TJL7R7YIAQ - 7899996,None
15784,84721994,9216254,2910,35306,21/10/2025,73124,,,,,0,2910,0,0,21/10/2025 2:00pm,[72709],,0,8550,TJL2B81OR7 - 9216254,None
15785,84722854,7742243,11400,35307,21/10/2025,98635,,,,,10312.83,0,1087.17,0,21/10/2025 2:07pm,[97555],,0,12936,FT25294LT6W7 - 7742243,None
15786,84723203,9286648,20000,35307,21/10/2025,98635,,,,,2841.87,17158.13,0,0,21/10/2025 2:08pm,[39172],,0,55886,FT25294WKSNQ - 9286648,None
15787,84723248,8623050,3900,35307,21/10/2025,98635,,,,,0,114.2,2952.48,833.32,21/10/2025 2:09pm,[39172],,0,55886,FT25294LRLB3 - 8623050,None
15788,84723295,9204659,18000,35306,21/10/2025,98635,,,,,0,11280,0,6720,21/10/2025 2:10pm,[17027],,0,27133,TJLJI7XVEU - 9204659,None
15789,84723325,8095393,35000,35306,21/10/2025,98635,,,,,10884.26,21800,2315.74,0,21/10/2025 2:11pm,[72709],,0,8550,TJLLE8110N - 8095393,None
15790,84723357,9224018,19020,35306,21/10/2025,98635,,,,,2490,13050,0,3480,21/10/2025 2:12pm,[77749],,0,27133,TJLMA7YDF1 - 9224018,None
15791,84723359,9224021,1080,35306,21/10/2025,98635,,,,,0,0,0,1080,21/10/2025 2:12pm,[77749],,0,27133,TJLMA7YDF1 - 9224021,None
15792,84723370,9204659,10000,35306,21/10/2025,98635,,,,,0,10000,0,0,21/10/2025 2:13pm,[17027],,0,27133,TJLIA80KKR - 9204659,None
15793,84723397,7789486,2190.6,35306,21/10/2025,98635,,,,,0,0,2190.6,0,21/10/2025 2:13pm,[89478],,0,27133,TJLMI7Y1PA - 7789486,None
15794,84723398,9204342,131970,35306,21/10/2025,98635,,,,,124500,6225,0,1245,21/10/2025 2:13pm,[89478],,0,27133,TJLMI7Y1PA - 9204342,None
15795,84723399,9204803,90839.4,35306,21/10/2025,98635,,,,,89940,0,0,899.4,21/10/2025 2:13pm,[89478],,0,27133,TJLMI7Y1PA - 9204803,None
15796,84723438,8642438,4500,35306,21/10/2025,98635,,,,,4392.6,0,0,107.4,21/10/2025 2:15pm,[97555],,0,12936,TJLCK7YNVP - 8642438,None
15797,84723487,9204659,5000,35306,21/10/2025,98635,,,,,0,5000,0,0,21/10/2025 2:16pm,[17027],,0,27133,TJLIA80WOI - 9204659,None
15798,84726819,7899728,10000,35306,21/10/2025,98635,,,,,10000,0,0,0,21/10/2025 3:00pm,[39213],,0,12936,TJLSG2UBKH - 7899728,None
15799,84726922,9328528,12000,35306,21/10/2025,98635,,,,,12000,0,0,0,21/10/2025 3:02pm,[23914],,0,8550,TJL0V80R1C - 9328528,None
